timestamp,symbol,bid,ask,last,volume
0.0,BTC/USDT,41602.26,41610.58,41606.42,18.67
3600.0,BTC/USDT,41681.78,41690.11,41685.95,44.93
7200.0,BTC/USDT,41351.81,41360.08,41355.95,16.93
10800.0,BTC/USDT,41567.44,41575.76,41571.6,16.03
14400.0,BTC/USDT,41684.0,41692.34,41688.17,23.71
18000.0,BTC/USDT,41417.69,41425.97,41421.83,37.75
21600.0,BTC/USDT,41630.58,41638.91,41634.75,36.68
25200.0,BTC/USDT,41585.57,41593.89,41589.73,28.37
28800.0,BTC/USDT,41473.29,41481.58,41477.43,14.29
32400.0,BTC/USDT,40500.74,40508.84,40504.79,38.87
36000.0,BTC/USDT,40132.07,40140.1,40136.09,44.24
39600.0,BTC/USDT,40210.48,40218.53,40214.51,11.68
43200.0,BTC/USDT,40272.42,40280.47,40276.45,7.63
46800.0,BTC/USDT,40519.34,40527.45,40523.4,20.73
50400.0,BTC/USDT,40415.14,40423.23,40419.19,38.46
54000.0,BTC/USDT,40481.74,40489.84,40485.79,39.33
57600.0,BTC/USDT,40313.61,40321.68,40317.65,14.05
61200.0,BTC/USDT,40459.49,40467.58,40463.53,24.21
64800.0,BTC/USDT,40395.26,40403.34,40399.3,44.05
68400.0,BTC/USDT,40553.38,40561.49,40557.43,15.31
72000.0,BTC/USDT,40726.03,40734.18,40730.1,5.87
75600.0,BTC/USDT,40774.06,40782.22,40778.14,43.94
79200.0,BTC/USDT,40897.75,40905.93,40901.84,48.22
82800.0,BTC/USDT,40723.45,40731.59,40727.52,41.2
86400.0,BTC/USDT,40622.89,40631.01,40626.95,43.31
90000.0,BTC/USDT,40683.55,40691.69,40687.62,32.3
93600.0,BTC/USDT,40784.51,40792.67,40788.59,21.46
97200.0,BTC/USDT,41588.38,41596.69,41592.54,14.14
100800.0,BTC/USDT,41120.7,41128.93,41124.81,11.36
104400.0,BTC/USDT,41144.46,41152.69,41148.57,22.43
108000.0,BTC/USDT,40844.41,40852.58,40848.49,49.96
111600.0,BTC/USDT,41347.76,41356.03,41351.9,25.92
115200.0,BTC/USDT,41537.05,41545.36,41541.2,43.75
118800.0,BTC/USDT,41879.23,41887.6,41883.41,19.93
122400.0,BTC/USDT,41985.92,41994.31,41990.12,9.41
126000.0,BTC/USDT,42361.55,42370.02,42365.78,42.96
129600.0,BTC/USDT,42511.24,42519.75,42515.5,36.67
133200.0,BTC/USDT,42519.45,42527.95,42523.7,20.76
136800.0,BTC/USDT,42926.6,42935.18,42930.89,15.77
140400.0,BTC/USDT,43158.85,43167.48,43163.16,25.75
144000.0,BTC/USDT,43136.2,43144.83,43140.51,24.62
147600.0,BTC/USDT,43455.76,43464.46,43460.11,48.74
151200.0,BTC/USDT,43490.45,43499.15,43494.8,18.61
154800.0,BTC/USDT,43590.23,43598.95,43594.59,11.11
158400.0,BTC/USDT,43490.1,43498.79,43494.44,9.53
162000.0,BTC/USDT,43326.56,43335.23,43330.9,14.84
165600.0,BTC/USDT,43417.67,43426.35,43422.01,28.19
169200.0,BTC/USDT,43666.1,43674.83,43670.47,15.05
172800.0,BTC/USDT,43421.88,43430.56,43426.22,40.99
176400.0,BTC/USDT,43748.62,43757.37,43753.0,31.05
180000.0,BTC/USDT,44053.54,44062.35,44057.94,47.13
183600.0,BTC/USDT,43920.91,43929.7,43925.31,37.42
187200.0,BTC/USDT,43836.86,43845.63,43841.24,7.51
190800.0,BTC/USDT,43743.1,43751.85,43747.47,10.65
194400.0,BTC/USDT,44022.3,44031.11,44026.7,32.67
198000.0,BTC/USDT,43524.64,43533.35,43529.0,8.95
201600.0,BTC/USDT,43337.73,43346.4,43342.07,31.28
205200.0,BTC/USDT,43337.1,43345.77,43341.43,37.93
208800.0,BTC/USDT,43412.14,43420.82,43416.48,9.69
